iter	Logloss
681	0.1247054783
682	0.1244617874
683	0.1243492812
684	0.1242023676
685	0.124129054
686	0.1239871006
687	0.1238724324
688	0.1237320512
689	0.123537875
690	0.1234210865
691	0.1233278738
692	0.1232647808
693	0.1231188658
694	0.122940963
695	0.122762761
696	0.1227137494
697	0.1225922262
698	0.1225224746
699	0.12237871
700	0.1223431433
701	0.1222702581
702	0.1221349386
703	0.1219274048
704	0.121797863
705	0.1217356247
706	0.1216960743
707	0.1216363202
708	0.1214865365
709	0.121400391
710	0.1212039467
711	0.1211031086
712	0.1210346356
713	0.1209524942
714	0.1209158443
715	0.12076492
716	0.1206289171
717	0.1203720216
718	0.1203210001
719	0.1201293927
720	0.1198951074
721	0.1197763017
722	0.1196833191
723	0.119556816
724	0.1194671224
725	0.1194324426
726	0.1193111878
727	0.1191280017
728	0.1189653661
729	0.1188646826
730	0.1187622846
731	0.1186924906
732	0.1185281186
733	0.1184122728
734	0.1181872164
735	0.1180578706
736	0.1179725006
737	0.1178581674
738	0.1177722653
739	0.1177032944
740	0.1176301145
741	0.1174234233
742	0.1173589198
743	0.117333047
744	0.1172144197
745	0.1170824134
746	0.1170508396
747	0.116974737
748	0.1168614299
749	0.11675384
750	0.1167257995
751	0.1166072844
752	0.1164179559
753	0.1162227968
754	0.1159953834
755	0.1159609637
756	0.1159248828
757	0.1156719788
758	0.1154837641
759	0.1154532893
760	0.1152858785
761	0.1152156062
762	0.1151710443
763	0.1150775601
764	0.1149517723
765	0.1148519838
766	0.114823
767	0.1146449235
768	0.1144833064
769	0.1143734539
770	0.1143037633
771	0.1141710953
772	0.1140044439
773	0.1139743562
774	0.1139052926
775	0.1138148166
776	0.1136583249
777	0.1135976823
778	0.1134971205
779	0.1133643864
780	0.1132110768
781	0.1131786544
782	0.1131026814
783	0.1130056771
784	0.1129790851
785	0.1128447372
786	0.1127121656
787	0.1126883462
788	0.1126476386
789	0.1125528351
790	0.1124256262
791	0.1123531098
792	0.1122558564
793	0.1120070999
794	0.1118851134
795	0.1117454048
796	0.1116777338
797	0.1116469573
798	0.111562549
799	0.1115158816
800	0.1114965538
801	0.1113946117
802	0.1111974786
803	0.1111206661
804	0.111039057
805	0.1108005452
806	0.1106482844
807	0.1104741965
808	0.1102895656
809	0.1101730867
810	0.1100913876
811	0.1099697401
812	0.1098394829
813	0.1097257927
814	0.1095596526
815	0.1095195049
816	0.1092982232
817	0.1091179388
818	0.1089520961
819	0.1088361735
820	0.1087661133
821	0.1087386072
822	0.108590875
823	0.1084703132
824	0.1083915186
825	0.1082443579
826	0.1081606533
827	0.1080388366
828	0.1078935467
829	0.1078672108
830	0.1077549567
831	0.1077171499
832	0.1076354074
833	0.1075240472
834	0.1074172676
835	0.1073777128
836	0.1072816021
837	0.1071783248
838	0.1070388827
839	0.1069690722
840	0.1068740716
841	0.1067459739
842	0.1065641807
843	0.1064534646
844	0.1063568216
845	0.1062814138
846	0.1061794944
847	0.1059972145
848	0.1059141566
849	0.1058565876
850	0.1056613188
851	0.1055432513
852	0.1054229324
853	0.1053561373
854	0.1052554708
855	0.1051761226
856	0.1050752309
857	0.1050516095
858	0.1048838273
859	0.1047056104
860	0.1046481978
861	0.1045267841
862	0.1044959414
863	0.1043041992
864	0.1042648053
865	0.104177686
866	0.1040152105
867	0.1039521378
868	0.1038089659
869	0.1037303818
870	0.1036784595
871	0.103659106
872	0.1035526213
873	0.103462079
874	0.1033313951
875	0.1032740801
876	0.1031621973
877	0.1030086256
878	0.1029134735
879	0.1028614487
880	0.1027652745
881	0.1026125591
882	0.1025744382
883	0.1025077146
884	0.1024869343
885	0.1023657036
886	0.1022096514
887	0.102033092
888	0.1019504556
889	0.1018382122
890	0.1017580279
891	0.1017345498
892	0.1016124583
893	0.1015292399
894	0.1013859304
895	0.1013043872
896	0.1012583077
897	0.1011570341
898	0.1010151838
899	0.1009388218
900	0.1008926302
901	0.1007408876
902	0.1006693103
903	0.1005988886
904	0.100500476
905	0.1003458383
906	0.1002461982
907	0.100086701
908	0.09996224664
909	0.09993562139
910	0.09990738519
911	0.09982742271
912	0.09975117787
913	0.09967641106
914	0.09959755982
915	0.09941307587
916	0.09931362729
917	0.09918810498
918	0.09908761817
919	0.09902734128
920	0.09894344696
921	0.09884402174
922	0.09873683631
923	0.09868674311
924	0.09857944094
925	0.09854420663
926	0.09845165743
927	0.0983802171
928	0.09835685225
929	0.09831344679
930	0.09818811129
931	0.0981411609
932	0.09805947532
933	0.09793738543
934	0.09781534609
935	0.09778805933
936	0.09772867469
937	0.0977001987
938	0.09763217729
939	0.09754130174
940	0.09750426529
941	0.09736268633
942	0.0972805082
943	0.09710482675
944	0.09704100542
945	0.09700902096
946	0.09690946111
947	0.09678510134
948	0.09676709821
949	0.09663580232
950	0.09645239573
951	0.09633432453
952	0.09626382156
953	0.09614275908
954	0.09604045481
955	0.09597005211
956	0.09589867749
957	0.09577416981
958	0.0956768529
959	0.09549784649
960	0.09540087461
961	0.09534698734
962	0.09531970761
963	0.09522238337
964	0.09516297959
965	0.0950918457
966	0.09499381705
967	0.0948030798
968	0.09472559085
969	0.09464488614
970	0.09462540712
971	0.09450178093
972	0.09447188716
973	0.09441360017
974	0.09431412784
975	0.09423917489
976	0.09407745689
977	0.09401972667
978	0.09386446561
979	0.09377427183
980	0.09375001869
981	0.09362250468
982	0.09356252782
983	0.09340924529
984	0.0933326239
985	0.09325597189
986	0.09318826856
987	0.09307500109
988	0.09300179998
989	0.0929457142
990	0.09285867144
991	0.09277718974
992	0.09272442048
993	0.09267594118
994	0.0925702896
995	0.09245921985
996	0.0923664465
997	0.09227430268
998	0.09213849228
999	0.09208389928
