iter	Passed	Remaining
408	5387	7784
409	5400	7771
410	5412	7756
411	5427	7746
412	5437	7728
413	5451	7715
414	5462	7700
415	5474	7685
416	5491	7676
417	5501	7659
418	5513	7645
419	5527	7633
420	5541	7621
421	5556	7610
422	5573	7602
423	5592	7597
424	5607	7585
425	5622	7575
426	5640	7569
427	5655	7557
428	5674	7552
429	5696	7551
430	5709	7537
431	5730	7534
432	5745	7523
433	5759	7510
434	5773	7498
435	5789	7488
436	5808	7483
437	5824	7473
438	5841	7465
439	5860	7459
440	5879	7452
441	5894	7441
442	5919	7442
443	5935	7432
444	5951	7422
445	5966	7410
446	5979	7396
447	5992	7383
448	6007	7372
449	6021	7359
450	6035	7346
451	6049	7333
452	6061	7318
453	6075	7306
454	6087	7292
455	6102	7279
456	6115	7266
457	6126	7250
458	6141	7238
459	6155	7226
460	6165	7209
461	6179	7196
462	6191	7181
463	6205	7168
464	6220	7156
465	6230	7139
466	6245	7128
467	6257	7113
468	6270	7099
469	6290	7093
470	6302	7078
471	6315	7064
472	6327	7050
473	6338	7034
474	6350	7018
475	6363	7004
476	6375	6990
477	6388	6976
478	6402	6963
479	6420	6955
480	6433	6941
481	6444	6926
482	6457	6912
483	6469	6897
484	6486	6888
485	6501	6875
486	6515	6862
487	6529	6851
488	6546	6840
489	6562	6830
490	6581	6823
491	6598	6813
492	6614	6801
493	6629	6790
494	6647	6781
495	6668	6776
496	6684	6765
497	6694	6748
498	6704	6731
499	6716	6716
500	6728	6701
501	6742	6688
502	6754	6673
503	6766	6659
504	6775	6641
505	6787	6626
506	6799	6611
507	6806	6592
508	6816	6575
509	6825	6557
510	6835	6541
511	6843	6523
512	6857	6510
513	6867	6493
514	6875	6475
515	6887	6460
516	6896	6443
517	6904	6425
518	6913	6407
519	6924	6391
520	6932	6374
521	6940	6355
522	6953	6341
523	6967	6328
524	6975	6311
525	6988	6297
526	7004	6286
527	7015	6271
528	7026	6256
529	7037	6240
530	7048	6225
531	7062	6213
532	7073	6197
533	7080	6179
534	7090	6162
535	7101	6147
536	7109	6129
537	7117	6112
538	7126	6095
539	7135	6078
540	7145	6062
541	7154	6045
542	7167	6031
543	7178	6017
544	7186	5999
545	7197	5984
546	7205	5966
547	7213	5949
548	7224	5934
549	7231	5917
550	7241	5901
551	7249	5883
552	7263	5871
553	7272	5854
554	7279	5837
555	7291	5822
556	7306	5811
557	7314	5793
558	7328	5781
559	7339	5766
560	7348	5750
561	7356	5733
562	7367	5718
563	7375	5701
564	7383	5684
565	7393	5669
566	7401	5652
567	7410	5635
568	7418	5618
569	7427	5603
570	7435	5586
571	7447	5572
572	7455	5555
573	7466	5541
574	7475	5525
575	7483	5509
576	7491	5492
577	7502	5477
578	7510	5461
579	7518	5444
580	7529	5429
581	7536	5413
582	7544	5396
583	7552	5380
584	7563	5365
585	7571	5349
586	7579	5332
587	7593	5320
588	7605	5306
589	7613	5290
590	7620	5274
591	7630	5258
592	7638	5242
593	7648	5227
594	7656	5211
595	7667	5197
596	7676	5181
597	7684	5165
598	7694	5150
599	7702	5134
600	7709	5118
601	7719	5103
602	7729	5088
603	7737	5073
604	7745	5057
605	7753	5041
606	7763	5026
607	7771	5010
608	7779	4994
609	7787	4979
610	7806	4969
611	7816	4955
612	7826	4940
613	7834	4925
614	7842	4909
615	7853	4895
616	7863	4881
617	7878	4869
618	7891	4857
619	7901	4842
620	7909	4827
621	7917	4811
622	7926	4796
623	7935	4781
624	7943	4766
625	7951	4750
626	7964	4737
627	7973	4723
628	7981	4707
629	7988	4691
630	8000	4678
631	8007	4662
632	8017	4648
633	8029	4635
634	8042	4622
635	8050	4607
636	8061	4594
637	8070	4579
638	8078	4563
639	8086	4548
640	8094	4533
641	8105	4519
642	8114	4505
643	8122	4490
644	8133	4476
645	8140	4461
646	8148	4445
647	8158	4431
648	8167	4417
649	8175	4402
650	8183	4387
651	8197	4375
652	8205	4360
653	8213	4345
654	8220	4330
655	8231	4316
656	8239	4301
657	8247	4286
658	8258	4273
659	8268	4259
660	8275	4244
661	8283	4229
662	8294	4216
663	8303	4201
664	8311	4187
665	8319	4172
666	8330	4158
667	8339	4144
668	8347	4129
669	8358	4116
670	8366	4102
671	8374	4087
672	8382	4073
673	8395	4060
674	8403	4046
675	8411	4031
676	8420	4017
677	8431	4004
678	8443	3991
679	8452	3977
680	8465	3965
681	8473	3950
682	8481	3936
683	8493	3923
684	8501	3909
685	8509	3895
686	8517	3880
687	8528	3867
688	8536	3853
689	8544	3838
690	8551	3824
691	8563	3811
692	8571	3797
693	8579	3782
694	8587	3768
695	8597	3755
696	8605	3741
697	8614	3727
698	8621	3712
699	8631	3699
700	8639	3684
701	8647	3670
702	8655	3656
703	8667	3644
704	8675	3629
705	8682	3615
706	8693	3602
707	8701	3588
708	8710	3575
709	8717	3560
710	8729	3548
711	8739	3535
712	8747	3521
713	8757	3507
714	8766	3494
715	8774	3480
716	8782	3466
717	8792	3453
718	8800	3439
719	8810	3426
720	8817	3412
721	8829	3399
722	8837	3386
723	8845	3372
724	8854	3358
725	8866	3346
726	8879	3334
727	8887	3320
728	8896	3307
729	8905	3293
730	8913	3280
731	8921	3266
732	8931	3253
733	8941	3240
734	8949	3226
735	8956	3212
736	8966	3199
737	8974	3186
738	8982	3172
739	8990	3158
740	9001	3146
741	9010	3132
742	9017	3119
743	9031	3107
744	9041	3094
745	9049	3081
746	9061	3069
747	9070	3055
748	9078	3042
749	9086	3028
750	9095	3015
751	9104	3002
752	9116	2990
753	9125	2977
754	9134	2964
755	9141	2950
756	9149	2937
757	9160	2924
758	9172	2912
759	9185	2900
760	9194	2887
761	9205	2875
762	9213	2861
763	9221	2848
764	9234	2836
765	9242	2823
766	9250	2810
767	9260	2797
768	9269	2784
769	9277	2771
770	9286	2758
771	9298	2746
772	9306	2732
773	9315	2719
774	9323	2706
775	9334	2694
776	9342	2681
777	9350	2668
778	9362	2656
779	9374	2644
780	9385	2631
781	9399	2620
782	9410	2608
783	9428	2597
784	9440	2585
785	9450	2573
786	9464	2561
787	9474	2549
788	9484	2536
789	9494	2523
790	9506	2511
791	9515	2498
792	9524	2486
793	9537	2474
794	9548	2462
795	9556	2449
796	9568	2437
797	9580	2425
798	9588	2412
799	9598	2399
800	9609	2387
801	9617	2374
802	9626	2361
803	9635	2348
804	9643	2335
805	9650	2322
806	9660	2310
807	9668	2297
808	9676	2284
809	9684	2271
810	9693	2259
811	9704	2246
812	9711	2233
813	9719	2220
814	9731	2209
815	9739	2196
816	9747	2183
817	9755	2170
818	9768	2158
819	9776	2146
820	9784	2133
821	9794	2120
822	9802	2108
823	9811	2095
824	9819	2082
825	9831	2071
826	9839	2058
827	9847	2045
828	9854	2032
829	9870	2021
830	9880	2009
831	9893	1997
832	9902	1985
833	9910	1972
834	9918	1959
835	9928	1947
836	9935	1934
837	9945	1922
838	9953	1909
839	9964	1897
840	9976	1886
841	9984	1873
842	9993	1861
843	10006	1849
844	10014	1836
845	10023	1824
846	10034	1812
847	10042	1800
848	10051	1787
849	10059	1775
850	10068	1762
851	10076	1750
852	10083	1737
853	10091	1725
854	10101	1713
855	10109	1700
856	10117	1688
857	10126	1675
858	10135	1663
859	10143	1651
860	10150	1638
861	10162	1626
862	10171	1614
863	10179	1602
864	10187	1589
865	10195	1577
866	10204	1565
867	10212	1552
868	10219	1540
869	10230	1528
870	10239	1516
871	10247	1504
872	10255	1491
873	10266	1480
874	10274	1467
875	10282	1455
876	10294	1443
877	10304	1431
878	10312	1419
879	10320	1407
880	10330	1395
881	10338	1383
882	10346	1370
883	10353	1358
884	10364	1346
885	10375	1334
886	10384	1322
887	10393	1310
888	10404	1299
889	10415	1287
890	10431	1276
891	10440	1264
892	10451	1252
893	10459	1240
894	10469	1228
895	10477	1216
896	10484	1203
897	10492	1191
898	10502	1179
899	10510	1167
900	10518	1155
901	10526	1143
902	10536	1131
903	10544	1119
904	10552	1107
905	10563	1096
906	10571	1083
907	10578	1071
908	10586	1059
909	10596	1047
910	10605	1036
911	10614	1024
912	10621	1012
913	10632	1000
914	10639	988
915	10648	976
916	10656	964
917	10667	952
918	10675	940
919	10683	929
920	10691	917
921	10701	905
922	10709	893
923	10717	881
924	10725	869
925	10736	857
926	10743	846
927	10751	834
928	10759	822
929	10770	810
930	10777	798
931	10785	786
932	10796	775
933	10804	763
934	10812	751
935	10820	739
936	10830	728
937	10838	716
938	10846	704
939	10853	692
940	10864	681
941	10872	669
942	10880	657
943	10889	645
944	10900	634
945	10908	622
946	10915	610
947	10923	599
948	10934	587
949	10942	575
950	10949	564
951	10957	552
952	10968	540
953	10976	529
954	10984	517
955	10992	505
956	11002	494
957	11009	482
958	11017	471
959	11030	459
960	11040	448
961	11048	436
962	11055	424
963	11065	413
964	11073	401
965	11081	390
966	11088	378
967	11099	366
968	11112	355
969	11119	343
970	11127	332
971	11138	320
972	11147	309
973	11155	297
974	11165	286
975	11173	274
976	11181	263
977	11189	251
978	11199	240
979	11207	228
980	11215	217
981	11223	205
982	11234	194
983	11246	182
984	11254	171
985	11268	160
986	11279	148
987	11286	137
988	11294	125
989	11304	114
990	11312	102
991	11320	91
992	11327	79
993	11338	68
994	11346	57
995	11354	45
996	11364	34
997	11372	22
998	11379	11
999	11387	0
